President,Date,Approve,Disapprove,Inaug,Days
Clinton,1/5/1997,57,34,1/20/1993,1446
Clinton,12/11/1996,57,34,1/20/1993,1421
Clinton,11/24/1996,57,34,1/20/1993,1404
Clinton,10/27/1996,54,36,1/20/1993,1376
Clinton,10/2/1996,58,34,1/20/1993,1351
Clinton,9/1/1996,60,33,1/20/1993,1320
Clinton,8/25/1996,52,39,1/20/1993,1313
Clinton,8/18/1996,52,39,1/20/1993,1306
Clinton,8/7/1996,57,36,1/20/1993,1295
Clinton,7/28/1996,57,35,1/20/1993,1285
Clinton,7/21/1996,56,35,1/20/1993,1278
Clinton,6/30/1996,51,41,1/20/1993,1257
Clinton,6/19/1996,57,36,1/20/1993,1246
Clinton,5/29/1996,53,38,1/20/1993,1225
Clinton,5/12/1996,54,38,1/20/1993,1208
Clinton,4/28/1996,56,36,1/20/1993,1194
Clinton,4/10/1996,53,40,1/20/1993,1176
Clinton,3/17/1996,52,38,1/20/1993,1152
Clinton,3/10/1996,54,37,1/20/1993,1145
Clinton,2/25/1996,53,40,1/20/1993,1131
Clinton,1/29/1996,52,42,1/20/1993,1104
Clinton,1/15/1996,46,46,1/20/1993,1090
Clinton,1/7/1996,42,49,1/20/1993,1082
Clinton,12/18/1995,50,43,1/20/1993,1062
Clinton,11/18/1995,53,37,1/20/1993,1032
Clinton,11/8/1995,52,40,1/20/1993,1022
Clinton,10/22/1995,49,39,1/20/1993,1005
Clinton,10/7/1995,46,42,1/20/1993,990
Clinton,9/24/1995,47,43,1/20/1993,977
Clinton,9/17/1995,43,43,1/20/1993,970
Clinton,8/30/1995,45,43,1/20/1993,952
Clinton,8/7/1995,45,42,1/20/1993,929
Clinton,7/23/1995,46,43,1/20/1993,914
Clinton,7/9/1995,47,43,1/20/1993,900
Clinton,6/6/1995,46,42,1/20/1993,867
Clinton,5/14/1995,50,42,1/20/1993,844
Clinton,4/24/1995,50,39,1/20/1993,824
Clinton,4/19/1995,46,45,1/20/1993,819
Clinton,4/6/1995,46,44,1/20/1993,806
Clinton,3/29/1995,43,47,1/20/1993,798
Clinton,3/19/1995,44,45,1/20/1993,788
Clinton,2/26/1995,42,47,1/20/1993,767
Clinton,2/5/1995,48,44,1/20/1993,746
Clinton,1/18/1995,46,45,1/20/1993,728
Clinton,12/30/1994,40,51,1/20/1993,709
Clinton,12/18/1994,42,52,1/20/1993,697
Clinton,12/5/1994,42,50,1/20/1993,684
Clinton,11/29/1994,43,48,1/20/1993,678
Clinton,11/6/1994,45,46,1/20/1993,655
Clinton,10/25/1994,47,46,1/20/1993,643
Clinton,10/19/1994,41,52,1/20/1993,637
Clinton,10/9/1994,42,51,1/20/1993,627
Clinton,9/25/1994,43,51,1/20/1993,613
Clinton,9/18/1994,42,50,1/20/1993,606
Clinton,9/7/1994,39,53,1/20/1993,595
Clinton,8/16/1994,39,51,1/20/1993,573
Clinton,8/9/1994,43,48,1/20/1993,566
Clinton,7/17/1994,42,48,1/20/1993,543
Clinton,7/3/1994,43,48,1/20/1993,529
Clinton,6/28/1994,44,47,1/20/1993,524
Clinton,6/12/1994,49,43,1/20/1993,508
Clinton,6/6/1994,45,47,1/20/1993,502
Clinton,5/22/1994,50,42,1/20/1993,487
Clinton,4/24/1994,48,44,1/20/1993,459
Clinton,4/18/1994,50,40,1/20/1993,453
Clinton,3/30/1994,50,42,1/20/1993,434
Clinton,3/27/1994,52,40,1/20/1993,431
Clinton,3/13/1994,50,41,1/20/1993,417
Clinton,3/8/1994,50,41,1/20/1993,412
Clinton,2/28/1994,53,40,1/20/1993,404
Clinton,1/30/1994,57,34,1/20/1993,375
Clinton,1/17/1994,53,38,1/20/1993,362
Clinton,1/8/1994,54,38,1/20/1993,353
Clinton,12/19/1993,47,42,1/20/1993,333
Clinton,12/6/1993,52,38,1/20/1993,320
Clinton,11/21/1993,47,43,1/20/1993,305
Clinton,11/16/1993,49,42,1/20/1993,300
Clinton,11/4/1993,47,44,1/20/1993,288
Clinton,10/30/1993,47,44,1/20/1993,283
Clinton,10/18/1993,47,44,1/20/1993,271
Clinton,10/10/1993,50,41,1/20/1993,263
Clinton,9/26/1993,56,34,1/20/1993,249
Clinton,9/15/1993,46,42,1/20/1993,238
Clinton,9/12/1993,46,41,1/20/1993,235
Clinton,8/25/1993,44,46,1/20/1993,217
Clinton,8/10/1993,43,47,1/20/1993,202
Clinton,7/21/1993,41,48,1/20/1993,182
Clinton,7/11/1993,49,43,1/20/1993,172
Clinton,6/30/1993,45,47,1/20/1993,161
Clinton,6/21/1993,38,50,1/20/1993,152
Clinton,6/6/1993,36,49,1/20/1993,137
Clinton,5/23/1993,43,45,1/20/1993,123
Clinton,5/12/1993,45,44,1/20/1993,112
Clinton,4/24/1993,55,37,1/20/1993,94
Clinton,3/31/1993,51,36,1/20/1993,70
Clinton,3/14/1993,53,34,1/20/1993,53
Clinton,2/28/1993,58,28,1/20/1993,39
Clinton,2/14/1993,51,33,1/20/1993,25
Clinton,1/31/1993,53,30,1/20/1993,11
Clinton,1/26/1993,58,20,1/20/1993,6
Bush 1,1/11/1993,56,37,1/20/1989,1452
Bush 1,12/20/1992,49,40,1/20/1989,1430
Bush 1,12/6/1992,48,47,1/20/1989,1416
Bush 1,11/22/1992,42,46,1/20/1989,1402
Bush 1,11/22/1992,42,46,1/20/1989,1402
Bush 1,10/23/1992,37,58,1/20/1989,1372
Bush 1,10/14/1992,34,56,1/20/1989,1363
Bush 1,10/13/1992,29,59,1/20/1989,1362
Bush 1,10/3/1992,33,57,1/20/1989,1352
Bush 1,9/20/1992,36,53,1/20/1989,1339
Bush 1,9/15/1992,39,54,1/20/1989,1334
Bush 1,9/11/1992,35,58,1/20/1989,1330
Bush 1,9/2/1992,39,53,1/20/1989,1321
Bush 1,8/23/1992,39,54,1/20/1989,1311
Bush 1,8/21/1992,37,55,1/20/1989,1309
Bush 1,8/14/1992,36,57,1/20/1989,1302
Bush 1,8/12/1992,35,58,1/20/1989,1300
Bush 1,8/7/1992,34,59,1/20/1989,1295
Bush 1,8/2/1992,29,59,1/20/1989,1290
Bush 1,7/26/1992,31,59,1/20/1989,1283
Bush 1,7/24/1992,31,59,1/20/1989,1281
Bush 1,7/1/1992,38,54,1/20/1989,1258
Bush 1,6/14/1992,36,54,1/20/1989,1241
Bush 1,6/8/1992,36,56,1/20/1989,1235
Bush 1,5/20/1992,41,51,1/20/1989,1216
Bush 1,5/14/1992,40,48,1/20/1989,1210
Bush 1,5/10/1992,40,52,1/20/1989,1206
Bush 1,4/22/1992,42,47,1/20/1989,1188
Bush 1,4/12/1992,39,53,1/20/1989,1178
Bush 1,3/29/1992,41,51,1/20/1989,1164
Bush 1,3/28/1992,40,48,1/20/1989,1163
Bush 1,3/22/1992,40,49,1/20/1989,1157
Bush 1,3/12/1992,41,46,1/20/1989,1147
Bush 1,3/1/1992,41,52,1/20/1989,1136
Bush 1,2/27/1992,38,50,1/20/1989,1133
Bush 1,2/21/1992,41,51,1/20/1989,1127
Bush 1,2/20/1992,38,47,1/20/1989,1126
Bush 1,2/9/1992,43,47,1/20/1989,1115
Bush 1,2/2/1992,46,48,1/20/1989,1108
Bush 1,1/28/1992,43,51,1/20/1989,1103
Bush 1,1/19/1992,45,47,1/20/1989,1094
Bush 1,1/6/1992,46,46,1/20/1989,1081
Bush 1,11/24/1991,51,39,1/20/1989,1038
Bush 1,10/27/1991,62,29,1/20/1989,1010
Bush 1,10/20/1991,65,26,1/20/1989,1003
Bush 1,10/13/1991,65,27,1/20/1989,996
Bush 1,9/30/1991,62,27,1/20/1989,983
Bush 1,9/29/1991,66,24,1/20/1989,982
Bush 1,9/10/1991,65,25,1/20/1989,963
Bush 1,9/3/1991,68,22,1/20/1989,956
Bush 1,8/30/1991,69,21,1/20/1989,952
Bush 1,8/25/1991,73,18,1/20/1989,947
Bush 1,8/23/1991,67,22,1/20/1989,945
Bush 1,8/11/1991,70,21,1/20/1989,933
Bush 1,7/28/1991,70,20,1/20/1989,919
Bush 1,7/25/1991,67,23,1/20/1989,916
Bush 1,7/21/1991,69,21,1/20/1989,912
Bush 1,7/14/1991,71,20,1/20/1989,905
Bush 1,6/29/1991,71,21,1/20/1989,890
Bush 1,6/20/1991,69,19,1/20/1989,881
Bush 1,6/16/1991,72,19,1/20/1989,877
Bush 1,6/2/1991,73,17,1/20/1989,863
Bush 1,5/26/1991,76,15,1/20/1989,856
Bush 1,5/19/1991,76,15,1/20/1989,849
Bush 1,5/5/1991,74,19,1/20/1989,835
Bush 1,4/28/1991,76,15,1/20/1989,828
Bush 1,4/25/1991,73,13,1/20/1989,825
Bush 1,4/14/1991,77,12,1/20/1989,814
Bush 1,4/6/1991,82,12,1/20/1989,806
Bush 1,3/30/1991,81,11,1/20/1989,799
Bush 1,3/24/1991,83,10,1/20/1989,793
Bush 1,3/17/1991,86,9,1/20/1989,786
Bush 1,3/10/1991,87,8,1/20/1989,779
Bush 1,3/7/1991,79,14,1/20/1989,776
Bush 1,3/3/1991,89,7,1/20/1989,772
Bush 1,2/24/1991,80,13,1/20/1989,765
Bush 1,2/17/1991,80,13,1/20/1989,758
Bush 1,2/15/1991,79,15,1/20/1989,756
Bush 1,2/10/1991,78,17,1/20/1989,751
Bush 1,2/7/1991,74,18,1/20/1989,748
Bush 1,1/26/1991,82,12,1/20/1989,736
Bush 1,1/25/1991,86,9,1/20/1989,735
Bush 1,1/22/1991,79,14,1/20/1989,732
Bush 1,1/20/1991,82,11,1/20/1989,730
Bush 1,1/18/1991,82,12,1/20/1989,728
Bush 1,1/13/1991,64,24,1/20/1989,723
Bush 1,1/11/1991,64,26,1/20/1989,721
Bush 1,1/6/1991,58,30,1/20/1989,716
Bush 1,12/23/1990,62,27,1/20/1989,702
Bush 1,12/16/1990,62,30,1/20/1989,695
Bush 1,12/9/1990,57,33,1/20/1989,688
Bush 1,12/7/1990,62,27,1/20/1989,686
Bush 1,12/2/1990,60,29,1/20/1989,681
Bush 1,11/25/1990,51,36,1/20/1989,674
Bush 1,11/18/1990,54,32,1/20/1989,667
Bush 1,11/16/1990,58,32,1/20/1989,665
Bush 1,11/11/1990,57,33,1/20/1989,660
Bush 1,10/28/1990,54,35,1/20/1989,646
Bush 1,10/21/1990,52,36,1/20/1989,639
Bush 1,10/19/1990,56,32,1/20/1989,637
Bush 1,10/14/1990,56,33,1/20/1989,632
Bush 1,10/9/1990,66,22,1/20/1989,627
Bush 1,10/4/1990,65,25,1/20/1989,622
Bush 1,9/30/1990,67,19,1/20/1989,618
Bush 1,9/16/1990,73,16,1/20/1989,604
Bush 1,9/12/1990,54,34,1/20/1989,600
Bush 1,9/11/1990,76,15,1/20/1989,599
Bush 1,9/2/1990,74,17,1/20/1989,590
Bush 1,8/26/1990,68,20,1/20/1989,583
Bush 1,8/26/1990,75,16,1/20/1989,583
Bush 1,8/24/1990,73,16,1/20/1989,581
Bush 1,8/19/1990,74,16,1/20/1989,576
Bush 1,8/12/1990,74,15,1/20/1989,569
Bush 1,8/12/1990,61,26,1/20/1989,569
Bush 1,8/10/1990,75,15,1/20/1989,567
Bush 1,7/22/1990,60,25,1/20/1989,548
Bush 1,7/15/1990,59,24,1/20/1989,541
Bush 1,7/13/1990,64,26,1/20/1989,539
Bush 1,7/8/1990,63,24,1/20/1989,534
Bush 1,6/17/1990,69,16,1/20/1989,513
Bush 1,5/22/1990,65,20,1/20/1989,487
Bush 1,5/22/1990,67,19,1/20/1989,487
Bush 1,4/18/1990,71,15,1/20/1989,453
Bush 1,4/8/1990,67,16,1/20/1989,443
Bush 1,3/29/1990,73,18,1/20/1989,433
Bush 1,3/11/1990,68,18,1/20/1989,415
Bush 1,3/11/1990,72,15,1/20/1989,415
Bush 1,2/18/1990,73,15,1/20/1989,394
Bush 1,2/11/1990,73,16,1/20/1989,387
Bush 1,1/8/1990,66,15,1/20/1989,353
Bush 1,1/7/1990,79,10,1/20/1989,352
Bush 1,12/10/1989,71,20,1/20/1989,324
Bush 1,11/25/1989,63,22,1/20/1989,309
Bush 1,11/12/1989,69,17,1/20/1989,296
Bush 1,10/23/1989,59,22,1/20/1989,276
Bush 1,10/8/1989,67,20,1/20/1989,261
Bush 1,10/6/1989,66,17,1/20/1989,259
Bush 1,10/1/1989,66,18,1/20/1989,254
Bush 1,9/10/1989,69,16,1/20/1989,233
Bush 1,8/27/1989,64,18,1/20/1989,219
Bush 1,8/20/1989,60,20,1/20/1989,212
Bush 1,8/13/1989,69,18,1/20/1989,205
Bush 1,7/9/1989,66,18,1/20/1989,170
Bush 1,6/22/1989,63,16,1/20/1989,153
Bush 1,6/11/1989,69,14,1/20/1989,142
Bush 1,6/2/1989,62,18,1/20/1989,133
Bush 1,5/18/1989,62,17,1/20/1989,118
Bush 1,5/12/1989,61,22,1/20/1989,112
Bush 1,5/8/1989,58,18,1/20/1989,108
Bush 1,5/7/1989,56,22,1/20/1989,107
Bush 1,5/5/1989,55,23,1/20/1989,105
Bush 1,4/16/1989,57,15,1/20/1989,86
Bush 1,4/10/1989,54,18,1/20/1989,80
Bush 1,3/13/1989,56,16,1/20/1989,52
Bush 1,3/10/1989,62,15,1/20/1989,49
Bush 1,3/2/1989,62,13,1/20/1989,41
Bush 1,2/27/1989,60,11,1/20/1989,38
Bush 1,1/26/1989,51,6,1/20/1989,6
Reagan,12/29/1988,63,29,1/20/1981,2900
Reagan,11/14/1988,56,35,1/20/1981,2855
Reagan,9/11/1988,53,37,1/20/1981,2791
Reagan,7/7/1988,50,35,1/20/1981,2725
Reagan,5/15/1988,49,37,1/20/1981,2672
Reagan,3/12/1988,51,36,1/20/1981,2608
Reagan,3/10/1988,51,41,1/20/1981,2606
Reagan,2/4/1988,52,36,1/20/1981,2571
Reagan,12/15/1987,51,35,1/20/1981,2520
Reagan,12/11/1987,61,32,1/20/1981,2516
Reagan,11/6/1987,52,38,1/20/1981,2481
Reagan,10/26/1987,50,40,1/20/1981,2470
Reagan,10/26/1987,50,40,1/20/1981,2470
Reagan,10/23/1987,48,38,1/20/1981,2467
Reagan,10/9/1987,47,41,1/20/1981,2453
Reagan,10/4/1987,51,38,1/20/1981,2448
Reagan,9/3/1987,51,36,1/20/1981,2417
Reagan,9/2/1987,48,42,1/20/1981,2416
Reagan,7/13/1987,48,43,1/20/1981,2365
Reagan,7/10/1987,50,39,1/20/1981,2362
Reagan,6/1/1987,45,40,1/20/1981,2323
Reagan,5/18/1987,49,42,1/20/1981,2309
Reagan,4/30/1987,47,44,1/20/1981,2291
Reagan,4/13/1987,48,43,1/20/1981,2274
Reagan,3/18/1987,46,43,1/20/1981,2248
Reagan,3/6/1987,46,45,1/20/1981,2236
Reagan,2/27/1987,40,52,1/20/1981,2229
Reagan,1/29/1987,49,40,1/20/1981,2200
Reagan,1/19/1987,48,42,1/20/1981,2190
Reagan,1/8/1987,52,36,1/20/1981,2179
Reagan,12/5/1986,47,43,1/20/1981,2145
Reagan,12/5/1986,47,43,1/20/1981,2145
Reagan,10/2/1986,64,28,1/20/1981,2081
Reagan,9/17/1986,62,26,1/20/1981,2066
Reagan,8/21/1986,63,28,1/20/1981,2039
Reagan,7/31/1986,59,28,1/20/1981,2018
Reagan,7/14/1986,63,27,1/20/1981,2001
Reagan,7/2/1986,67,22,1/20/1981,1989
Reagan,6/16/1986,67,23,1/20/1981,1973
Reagan,5/1/1986,67,21,1/20/1981,1927
Reagan,4/20/1986,61,28,1/20/1981,1916
Reagan,4/18/1986,67,20,1/20/1981,1914
Reagan,4/14/1986,61,28,1/20/1981,1910
Reagan,3/27/1986,63,24,1/20/1981,1892
Reagan,3/10/1986,63,25,1/20/1981,1875
Reagan,1/30/1986,71,19,1/20/1981,1836
Reagan,1/13/1986,63,27,1/20/1981,1819
Reagan,11/19/1985,66,26,1/20/1981,1764
Reagan,11/18/1985,65,23,1/20/1981,1763
Reagan,11/14/1985,69,23,1/20/1981,1759
Reagan,10/14/1985,62,29,1/20/1981,1728
Reagan,8/28/1985,61,29,1/20/1981,1681
Reagan,8/14/1985,65,25,1/20/1981,1667
Reagan,8/2/1985,62,24,1/20/1981,1655
Reagan,7/18/1985,67,20,1/20/1981,1640
Reagan,7/15/1985,62,28,1/20/1981,1637
Reagan,6/21/1985,65,25,1/20/1981,1613
Reagan,6/10/1985,57,32,1/20/1981,1602
Reagan,5/20/1985,55,36,1/20/1981,1581
Reagan,4/26/1985,54,32,1/20/1981,1557
Reagan,4/15/1985,52,37,1/20/1981,1546
Reagan,3/11/1985,55,37,1/20/1981,1511
Reagan,3/1/1985,57,30,1/20/1981,1501
Reagan,2/18/1985,59,31,1/20/1981,1490
Reagan,1/28/1985,63,28,1/20/1981,1469
Reagan,1/14/1985,61,29,1/20/1981,1455
Reagan,1/4/1985,59,29,1/20/1981,1445
Reagan,12/10/1984,59,31,1/20/1981,1420
Reagan,12/3/1984,61,30,1/20/1981,1413
Reagan,11/12/1984,61,30,1/20/1981,1392
Reagan,10/29/1984,58,32,1/20/1981,1378
Reagan,10/1/1984,53,35,1/20/1981,1350
Reagan,9/24/1984,56,36,1/20/1981,1343
Reagan,9/9/1984,56,35,1/20/1981,1328
Reagan,8/12/1984,53,38,1/20/1981,1300
Reagan,7/30/1984,51,36,1/20/1981,1287
Reagan,7/16/1984,55,34,1/20/1981,1273
Reagan,7/13/1984,51,38,1/20/1981,1270
Reagan,7/9/1984,53,35,1/20/1981,1266
Reagan,7/2/1984,53,36,1/20/1981,1259
Reagan,6/22/1984,54,36,1/20/1981,1249
Reagan,6/3/1984,52,36,1/20/1981,1230
Reagan,5/21/1984,53,38,1/20/1981,1217
Reagan,5/10/1984,49,38,1/20/1981,1206
Reagan,4/26/1984,48,38,1/20/1981,1192
Reagan,4/9/1984,54,36,1/20/1981,1175
Reagan,3/19/1984,53,38,1/20/1981,1154
Reagan,3/2/1984,52,35,1/20/1981,1137
Reagan,2/13/1984,55,35,1/20/1981,1119
Reagan,2/6/1984,52,37,1/20/1981,1112
Reagan,1/30/1984,55,36,1/20/1981,1105
Reagan,1/16/1984,52,37,1/20/1981,1091
Reagan,12/12/1983,53,37,1/20/1981,1056
Reagan,11/21/1983,52,37,1/20/1981,1035
Reagan,10/14/1983,45,43,1/20/1981,997
Reagan,9/13/1983,47,42,1/20/1981,966
Reagan,9/12/1983,47,41,1/20/1981,965
Reagan,8/22/1983,42,46,1/20/1981,944
Reagan,8/15/1983,43,44,1/20/1981,937
Reagan,8/8/1983,43,46,1/20/1981,930
Reagan,8/2/1983,44,42,1/20/1981,924
Reagan,7/25/1983,42,46,1/20/1981,916
Reagan,6/27/1983,46,43,1/20/1981,888
Reagan,6/13/1983,43,45,1/20/1981,874
Reagan,5/23/1983,45,42,1/20/1981,853
Reagan,5/16/1983,43,45,1/20/1981,846
Reagan,5/2/1983,42,46,1/20/1981,832
Reagan,4/18/1983,40,49,1/20/1981,818
Reagan,3/14/1983,40,49,1/20/1981,783
Reagan,1/31/1983,35,56,1/20/1981,741
Reagan,1/24/1983,37,52,1/20/1981,734
Reagan,1/11/1983,36,54,1/20/1981,721
Reagan,12/13/1982,41,50,1/20/1981,692
Reagan,11/22/1982,43,46,1/20/1981,671
Reagan,11/8/1982,42,47,1/20/1981,657
Reagan,10/18/1982,41,47,1/20/1981,636
Reagan,9/20/1982,42,47,1/20/1981,608
Reagan,8/24/1982,41,45,1/20/1981,581
Reagan,8/16/1982,40,48,1/20/1981,573
Reagan,8/2/1982,40,46,1/20/1981,559
Reagan,7/26/1982,42,46,1/20/1981,552
Reagan,6/28/1982,44,45,1/20/1981,524
Reagan,6/14/1982,44,45,1/20/1981,510
Reagan,5/17/1982,44,44,1/20/1981,482
Reagan,5/3/1982,44,45,1/20/1981,468
Reagan,4/26/1982,43,47,1/20/1981,461
Reagan,4/5/1982,45,46,1/20/1981,440
Reagan,3/15/1982,46,44,1/20/1981,419
Reagan,2/8/1982,46,43,1/20/1981,384
Reagan,1/25/1982,47,41,1/20/1981,370
Reagan,1/5/1982,49,39,1/20/1981,350
Reagan,12/14/1981,48,41,1/20/1981,328
Reagan,11/23/1981,54,36,1/20/1981,307
Reagan,11/16/1981,48,40,1/20/1981,300
Reagan,11/3/1981,54,34,1/20/1981,287
Reagan,9/21/1981,51,37,1/20/1981,244
Reagan,8/17/1981,59,29,1/20/1981,209
Reagan,8/3/1981,59,28,1/20/1981,195
Reagan,7/27/1981,55,30,1/20/1981,188
Reagan,7/20/1981,59,29,1/20/1981,181
Reagan,6/29/1981,57,30,1/20/1981,160
Reagan,6/16/1981,58,28,1/20/1981,147
Reagan,6/8/1981,58,28,1/20/1981,139
Reagan,5/11/1981,68,21,1/20/1981,111
Reagan,4/13/1981,66,19,1/20/1981,83
Reagan,3/31/1981,66,18,1/20/1981,70
Reagan,2/16/1981,55,17,1/20/1981,27
Reagan,2/2/1981,51,13,1/20/1981,13
Carter,12/8/1980,34,55,1/20/1977,1418
Carter,11/18/1980,31,56,1/20/1977,1398
Carter,9/9/1980,37,54,1/20/1977,1328
Carter,8/12/1980,32,54,1/20/1977,1300
Carter,7/8/1980,32,54,1/20/1977,1265
Carter,6/24/1980,30,58,1/20/1977,1251
Carter,6/10/1980,32,55,1/20/1977,1237
Carter,5/27/1980,38,51,1/20/1977,1223
Carter,5/13/1980,38,50,1/20/1977,1209
Carter,4/29/1980,42,47,1/20/1977,1195
Carter,4/8/1980,38,50,1/20/1977,1174
Carter,3/24/1980,39,50,1/20/1977,1159
Carter,3/4/1980,42,44,1/20/1977,1139
Carter,2/26/1980,51,38,1/20/1977,1132
Carter,1/29/1980,55,35,1/20/1977,1104
Carter,1/22/1980,57,32,1/20/1977,1097
Carter,1/2/1980,56,33,1/20/1977,1077
Carter,12/4/1979,54,35,1/20/1977,1048
Carter,11/27/1979,51,36,1/20/1977,1041
Carter,11/13/1979,37,49,1/20/1977,1027
Carter,10/30/1979,31,55,1/20/1977,1013
Carter,10/15/1979,31,54,1/20/1977,998
Carter,10/2/1979,28,58,1/20/1977,985
Carter,9/25/1979,32,53,1/20/1977,978
Carter,9/4/1979,29,55,1/20/1977,957
Carter,8/14/1979,32,53,1/20/1977,936
Carter,8/7/1979,33,54,1/20/1977,929
Carter,7/31/1979,32,53,1/20/1977,922
Carter,7/30/1979,32,53,1/20/1977,921
Carter,7/10/1979,29,57,1/20/1977,901
Carter,6/26/1979,28,59,1/20/1977,887
Carter,6/19/1979,29,56,1/20/1977,880
Carter,5/29/1979,29,55,1/20/1977,859
Carter,5/15/1979,32,52,1/20/1977,845
Carter,5/1/1979,37,48,1/20/1977,831
Carter,4/3/1979,40,45,1/20/1977,803
Carter,3/20/1979,42,43,1/20/1977,789
Carter,3/13/1979,46,39,1/20/1977,782
Carter,2/27/1979,39,47,1/20/1977,768
Carter,2/20/1979,37,46,1/20/1977,761
Carter,1/30/1979,42,42,1/20/1977,740
Carter,1/16/1979,43,41,1/20/1977,726
Carter,1/2/1979,50,35,1/20/1977,712
Carter,12/5/1978,51,33,1/20/1977,684
Carter,11/28/1978,50,33,1/20/1977,677
Carter,10/24/1978,49,36,1/20/1977,642
Carter,9/19/1978,47,34,1/20/1977,607
Carter,9/11/1978,44,40,1/20/1977,599
Carter,9/5/1978,42,41,1/20/1977,593
Carter,8/15/1978,42,40,1/20/1977,572
Carter,8/8/1978,40,43,1/20/1977,565
Carter,8/1/1978,39,43,1/20/1977,558
Carter,7/18/1978,38,44,1/20/1977,544
Carter,7/5/1978,40,41,1/20/1977,531
Carter,6/13/1978,42,42,1/20/1977,509
Carter,5/30/1978,43,40,1/20/1977,495
Carter,5/16/1978,42,43,1/20/1977,481
Carter,5/3/1978,41,42,1/20/1977,468
Carter,4/25/1978,41,41,1/20/1977,460
Carter,4/11/1978,40,43,1/20/1977,446
Carter,3/28/1978,47,38,1/20/1977,432
Carter,3/7/1978,49,34,1/20/1977,411
Carter,3/1/1978,48,33,1/20/1977,405
Carter,2/21/1978,50,33,1/20/1977,397
Carter,2/11/1978,46,34,1/20/1977,387
Carter,1/17/1978,51,28,1/20/1977,362
Carter,1/3/1978,54,26,1/20/1977,348
Carter,12/6/1977,56,27,1/20/1977,320
Carter,11/15/1977,55,29,1/20/1977,299
Carter,11/1/1977,54,30,1/20/1977,285
Carter,10/25/1977,51,30,1/20/1977,278
Carter,10/18/1977,54,29,1/20/1977,271
Carter,10/11/1977,54,29,1/20/1977,264
Carter,9/27/1977,59,23,1/20/1977,250
Carter,9/6/1977,53,29,1/20/1977,229
Carter,8/16/1977,66,15,1/20/1977,208
Carter,8/2/1977,59,22,1/20/1977,194
Carter,7/19/1977,66,17,1/20/1977,180
Carter,7/5/1977,62,22,1/20/1977,166
Carter,6/14/1977,63,17,1/20/1977,145
Carter,5/31/1977,62,19,1/20/1977,131
Carter,5/17/1977,63,18,1/20/1977,117
Carter,5/9/1977,65,18,1/20/1977,109
Carter,5/2/1977,63,18,1/20/1977,102
Carter,4/12/1977,63,17,1/20/1977,82
Carter,3/29/1977,67,14,1/20/1977,68
Carter,3/22/1977,71,10,1/20/1977,61
Carter,3/15/1977,74,8,1/20/1977,54
Carter,3/1/1977,70,9,1/20/1977,40
Carter,2/15/1977,71,8,1/20/1977,26
Carter,2/7/1977,66,8,1/20/1977,18
Ford,1/20/1977,44,44,8/9/1974,895
Ford,6/8/1976,45,39,8/9/1974,669
Ford,5/17/1976,47,37,8/9/1974,647
Ford,4/12/1976,48,41,8/9/1974,612
Ford,3/16/1976,50,35,8/9/1974,585
Ford,3/1/1976,50,39,8/9/1974,570
Ford,1/27/1976,46,39,8/9/1974,536
Ford,12/30/1975,45,41,8/9/1974,508
Ford,12/15/1975,39,45,8/9/1974,493
Ford,12/2/1975,45,37,8/9/1974,480
Ford,11/18/1975,41,46,8/9/1974,466
Ford,10/28/1975,44,43,8/9/1974,445
Ford,10/14/1975,46,40,8/9/1974,431
Ford,10/6/1975,47,36,8/9/1974,423
Ford,9/9/1975,44,38,8/9/1974,396
Ford,8/12/1975,46,38,8/9/1974,368
Ford,7/29/1975,45,36,8/9/1974,354
Ford,6/24/1975,51,33,8/9/1974,319
Ford,5/27/1975,50,32,8/9/1974,291
Ford,5/5/1975,39,43,8/9/1974,269
Ford,4/15/1975,39,46,8/9/1974,249
Ford,4/1/1975,43,36,8/9/1974,235
Ford,3/25/1975,36,43,8/9/1974,228
Ford,3/4/1975,38,44,8/9/1974,207
Ford,2/25/1975,38,45,8/9/1974,200
Ford,1/28/1975,38,43,8/9/1974,172
Ford,1/7/1975,37,38,8/9/1974,151
Ford,12/3/1974,42,41,8/9/1974,116
Ford,11/12/1974,48,31,8/9/1974,95
Ford,11/5/1974,47,33,8/9/1974,88
Ford,10/15/1974,53,28,8/9/1974,67
Ford,10/8/1974,52,28,8/9/1974,60
Ford,9/24/1974,49,28,8/9/1974,46
Ford,9/3/1974,66,12,8/9/1974,25
Ford,8/13/1974,70,3,8/9/1974,4
Nixon,8/5/1974,24,66,1/20/1969,2023
Nixon,7/9/1974,23,62,1/20/1969,1996
Nixon,6/25/1974,27,58,1/20/1969,1982
Nixon,6/18/1974,25,61,1/20/1969,1975
Nixon,5/28/1974,27,60,1/20/1969,1954
Nixon,5/20/1974,26,61,1/20/1969,1946
Nixon,5/7/1974,24,61,1/20/1969,1933
Nixon,4/30/1974,25,57,1/20/1969,1926
Nixon,4/30/1974,26,59,1/20/1969,1926
Nixon,4/9/1974,25,61,1/20/1969,1905
Nixon,3/26/1974,25,65,1/20/1969,1891
Nixon,3/12/1974,26,62,1/20/1969,1877
Nixon,2/12/1974,25,63,1/20/1969,1849
Nixon,2/12/1974,26,63,1/20/1969,1849
Nixon,1/29/1974,28,58,1/20/1969,1835
Nixon,1/15/1974,26,63,1/20/1969,1821
Nixon,1/2/1974,22,54,1/20/1969,1808
