President,Date,Approve,Disapprove,Inaug,Days
Nixon,12/4/1973,28,60,1/20/1969,1779
Nixon,11/27/1973,30,58,1/20/1969,1772
Nixon,10/30/1973,26,62,1/20/1969,1744
Nixon,10/16/1973,27,59,1/20/1969,1730
Nixon,10/2/1973,29,56,1/20/1969,1716
Nixon,9/18/1973,32,58,1/20/1969,1702
Nixon,9/4/1973,33,55,1/20/1969,1688
Nixon,8/14/1973,36,54,1/20/1969,1667
Nixon,7/3/1973,39,49,1/20/1969,1625
Nixon,5/29/1973,42,42,1/20/1969,1590
Nixon,5/8/1973,44,45,1/20/1969,1569
Nixon,5/1/1973,44,41,1/20/1969,1562
Nixon,5/1/1973,44,42,1/20/1969,1562
Nixon,4/24/1973,47,40,1/20/1969,1555
Nixon,4/3/1973,53,36,1/20/1969,1534
Nixon,3/27/1973,57,33,1/20/1969,1527
Nixon,2/13/1973,65,25,1/20/1969,1485
Nixon,1/23/1973,66,25,1/20/1969,1464
Nixon,1/9/1973,51,36,1/20/1969,1450
Nixon,12/5/1972,59,29,1/20/1969,1415
Nixon,11/30/1972,62,28,1/20/1969,1410
Nixon,6/20/1972,56,32,1/20/1969,1247
Nixon,6/13/1972,59,30,1/20/1969,1240
Nixon,5/23/1972,61,30,1/20/1969,1219
Nixon,4/25/1972,53,36,1/20/1969,1191
Nixon,3/21/1972,52,36,1/20/1969,1156
Nixon,2/29/1972,55,31,1/20/1969,1135
Nixon,2/1/1972,51,36,1/20/1969,1107
Nixon,1/4/1972,49,39,1/20/1969,1079
Nixon,12/13/1971,49,36,1/20/1969,1057
Nixon,11/2/1971,49,36,1/20/1969,1016
Nixon,10/11/1971,50,36,1/20/1969,994
Nixon,8/30/1971,47,37,1/20/1969,952
Nixon,8/25/1971,47,43,1/20/1969,947
Nixon,7/18/1971,47,34,1/20/1969,909
Nixon,6/28/1971,44,36,1/20/1969,889
Nixon,6/7/1971,43,32,1/20/1969,868
Nixon,5/17/1971,40,28,1/20/1969,847
Nixon,4/26/1971,47,36,1/20/1969,826
Nixon,3/30/1971,48,38,1/20/1969,799
Nixon,3/14/1971,49,36,1/20/1969,783
Nixon,2/22/1971,49,36,1/20/1969,763
Nixon,1/11/1971,55,33,1/20/1969,721
Nixon,12/8/1970,48,32,1/20/1969,687
Nixon,11/17/1970,56,29,1/20/1969,666
Nixon,10/14/1970,57,27,1/20/1969,632
Nixon,9/28/1970,51,31,1/20/1969,616
Nixon,9/14/1970,57,29,1/20/1969,602
Nixon,9/1/1970,54,30,1/20/1969,589
Nixon,8/2/1970,54,31,1/20/1969,559
Nixon,7/14/1970,60,28,1/20/1969,540
Nixon,6/23/1970,54,31,1/20/1969,519
Nixon,5/25/1970,59,28,1/20/1969,490
Nixon,5/3/1970,57,31,1/20/1969,468
Nixon,4/19/1970,56,30,1/20/1969,454
Nixon,3/25/1970,53,30,1/20/1969,429
Nixon,3/15/1970,54,34,1/20/1969,419
Nixon,3/2/1970,55,26,1/20/1969,406
Nixon,2/2/1970,60,22,1/20/1969,378
Nixon,1/20/1970,56,20,1/20/1969,365
Nixon,1/5/1970,58,20,1/20/1969,350
Nixon,12/30/1969,53,37,1/20/1969,344
Nixon,12/15/1969,56,21,1/20/1969,329
Nixon,11/17/1969,64,18,1/20/1969,301
Nixon,10/22/1969,55,28,1/20/1969,275
Nixon,10/7/1969,53,22,1/20/1969,260
Nixon,9/22/1969,54,21,1/20/1969,245
Nixon,9/16/1969,56,21,1/20/1969,239
Nixon,8/19/1969,58,18,1/20/1969,211
Nixon,7/29/1969,62,20,1/20/1969,190
Nixon,7/15/1969,57,22,1/20/1969,176
Nixon,6/24/1969,63,15,1/20/1969,155
Nixon,5/27/1969,59,14,1/20/1969,127
Nixon,5/20/1969,62,11,1/20/1969,120
Nixon,5/6/1969,62,15,1/20/1969,106
Nixon,4/30/1969,56,27,1/20/1969,100
Nixon,4/10/1969,59,11,1/20/1969,80
Nixon,4/1/1969,62,10,1/20/1969,71
Nixon,3/17/1969,65,8,1/20/1969,56
Nixon,2/25/1969,59,6,1/20/1969,36
Nixon,1/28/1969,59,5,1/20/1969,8
Johnson,1/6/1969,49,37,11/23/1963,1871
Johnson,12/10/1968,44,43,11/23/1963,1844
Johnson,11/14/1968,43,44,11/23/1963,1818
Johnson,10/1/1968,41,50,11/23/1963,1774
Johnson,8/12/1968,34,52,11/23/1963,1724
Johnson,7/16/1968,39,47,11/23/1963,1697
Johnson,7/1/1968,39,47,11/23/1963,1682
Johnson,6/18/1968,42,44,11/23/1963,1669
Johnson,5/28/1968,40,45,11/23/1963,1648
Johnson,5/7/1968,46,42,11/23/1963,1627
Johnson,4/9/1968,50,37,11/23/1963,1599
Johnson,2/27/1968,41,48,11/23/1963,1557
Johnson,2/6/1968,40,46,11/23/1963,1536
Johnson,1/9/1968,48,38,11/23/1963,1508
Johnson,12/12/1967,44,40,11/23/1963,1480
Johnson,11/21/1967,41,45,11/23/1963,1459
Johnson,11/1/1967,40,47,11/23/1963,1439
Johnson,10/11/1967,37,50,11/23/1963,1418
Johnson,9/19/1967,37,47,11/23/1963,1396
Johnson,8/29/1967,38,48,11/23/1963,1375
Johnson,8/8/1967,39,47,11/23/1963,1354
Johnson,7/18/1967,46,39,11/23/1963,1333
Johnson,6/27/1967,50,35,11/23/1963,1312
Johnson,6/7/1967,43,39,11/23/1963,1292
Johnson,5/16/1967,41,39,11/23/1963,1270
Johnson,4/24/1967,48,36,11/23/1963,1248
Johnson,4/4/1967,45,38,11/23/1963,1228
Johnson,3/14/1967,44,41,11/23/1963,1207
Johnson,2/21/1967,44,42,11/23/1963,1186
Johnson,1/31/1967,45,36,11/23/1963,1165
Johnson,1/12/1967,46,37,11/23/1963,1146
Johnson,12/13/1966,43,46,11/23/1963,1116
Johnson,11/15/1966,48,35,11/23/1963,1088
Johnson,10/26/1966,44,40,11/23/1963,1068
Johnson,10/6/1966,44,41,11/23/1963,1048
Johnson,8/23/1966,46,38,11/23/1963,1004
Johnson,8/3/1966,51,38,11/23/1963,984
Johnson,7/13/1966,55,30,11/23/1963,963
Johnson,6/21/1966,48,38,11/23/1963,941
Johnson,5/24/1966,50,32,11/23/1963,913
Johnson,5/10/1966,46,33,11/23/1963,899
Johnson,4/19/1966,53,33,11/23/1963,878
Johnson,3/30/1966,57,27,11/23/1963,858
Johnson,3/22/1966,56,28,11/23/1963,850
Johnson,2/15/1966,55,34,11/23/1963,815
Johnson,1/26/1966,61,26,11/23/1963,795
Johnson,1/5/1966,59,23,11/23/1963,774
Johnson,12/16/1965,63,25,11/23/1963,754
Johnson,11/16/1965,62,22,11/23/1963,724
Johnson,11/2/1965,64,21,11/23/1963,710
Johnson,10/13/1965,65,21,11/23/1963,690
Johnson,9/21/1965,63,23,11/23/1963,668
Johnson,9/1/1965,63,24,11/23/1963,648
Johnson,8/10/1965,65,22,11/23/1963,626
Johnson,7/21/1965,65,19,11/23/1963,606
Johnson,6/29/1965,65,20,11/23/1963,584
Johnson,6/9/1965,68,18,11/23/1963,564
Johnson,5/18/1965,70,17,11/23/1963,542
Johnson,4/28/1965,63,22,11/23/1963,522
Johnson,4/7/1965,66,21,11/23/1963,501
Johnson,3/16/1965,69,20,11/23/1963,479
Johnson,2/24/1965,68,17,11/23/1963,459
Johnson,2/2/1965,70,14,11/23/1963,437
Johnson,1/12/1965,70,15,11/23/1963,416
Johnson,11/25/1964,68,18,11/23/1963,368
Johnson,6/30/1964,73,14,11/23/1963,220
Johnson,6/16/1964,74,13,11/23/1963,206
Johnson,6/2/1964,73,12,11/23/1963,192
Johnson,5/20/1964,73,13,11/23/1963,179
Johnson,5/4/1964,75,10,11/23/1963,163
Johnson,4/29/1964,74,10,11/23/1963,158
Johnson,4/2/1964,75,11,11/23/1963,131
Johnson,3/17/1964,77,8,11/23/1963,115
Johnson,3/5/1964,79,8,11/23/1963,103
Johnson,2/11/1964,73,8,11/23/1963,80
Johnson,2/5/1964,75,7,11/23/1963,74
Johnson,1/7/1964,76,5,11/23/1963,45
Johnson,12/17/1963,73,4,11/23/1963,24
Johnson,12/10/1963,77,2,11/23/1963,17
Kennedy,11/13/1963,58,30,1/20/1961,1027
Kennedy,10/9/1963,58,28,1/20/1961,992
Kennedy,9/10/1963,56,29,1/20/1961,963
Kennedy,8/20/1963,62,25,1/20/1961,942
Kennedy,7/23/1963,60,27,1/20/1961,914
Kennedy,5/28/1963,63,24,1/20/1961,858
Kennedy,5/6/1963,64,23,1/20/1961,836
Kennedy,5/2/1963,63,24,1/20/1961,832
Kennedy,4/9/1963,65,21,1/20/1961,809
Kennedy,3/13/1963,66,19,1/20/1961,782
Kennedy,2/12/1963,70,17,1/20/1961,753
Kennedy,1/16/1963,73,14,1/20/1961,726
Kennedy,12/18/1962,75,13,1/20/1961,697
Kennedy,11/21/1962,72,13,1/20/1961,670
Kennedy,10/24/1962,60,24,1/20/1961,642
Kennedy,9/25/1962,62,22,1/20/1961,613
Kennedy,8/28/1962,67,19,1/20/1961,585
Kennedy,7/31/1962,65,22,1/20/1961,557
Kennedy,7/3/1962,68,19,1/20/1961,529
Kennedy,5/29/1962,70,18,1/20/1961,494
Kennedy,5/1/1962,73,16,1/20/1961,466
Kennedy,4/4/1962,77,12,1/20/1961,439
Kennedy,3/6/1962,79,11,1/20/1961,410
Kennedy,2/13/1962,77,11,1/20/1961,389
Kennedy,1/16/1962,78,9,1/20/1961,361
Kennedy,12/5/1961,76,10,1/20/1961,319
Kennedy,11/15/1961,79,8,1/20/1961,299
Kennedy,10/24/1961,76,12,1/20/1961,277
Kennedy,9/19/1961,78,10,1/20/1961,242
Kennedy,8/29/1961,75,11,1/20/1961,221
Kennedy,7/25/1961,74,11,1/20/1961,186
Kennedy,6/21/1961,71,13,1/20/1961,152
Kennedy,6/2/1961,73,11,1/20/1961,133
Kennedy,5/15/1961,74,10,1/20/1961,115
Kennedy,5/9/1961,77,8,1/20/1961,109
Kennedy,5/3/1961,83,5,1/20/1961,103
Kennedy,4/4/1961,78,6,1/20/1961,74
Kennedy,3/15/1961,72,7,1/20/1961,54
Kennedy,2/15/1961,72,6,1/20/1961,26
Eisenhower,12/13/1960,59,28,1/20/1953,2884
Eisenhower,12/6/1960,68,31,1/20/1953,2877
Eisenhower,11/15/1960,59,25,1/20/1953,2856
Eisenhower,10/23/1960,57,31,1/20/1953,2833
Eisenhower,9/26/1960,64,25,1/20/1953,2806
Eisenhower,9/14/1960,58,28,1/20/1953,2794
Eisenhower,8/30/1960,60,28,1/20/1953,2779
Eisenhower,8/9/1960,63,24,1/20/1953,2758
Eisenhower,7/28/1960,62,26,1/20/1953,2746
Eisenhower,7/14/1960,49,33,1/20/1953,2732
Eisenhower,6/28/1960,57,26,1/20/1953,2716
Eisenhower,6/14/1960,60,23,1/20/1953,2702
Eisenhower,5/24/1960,64,21,1/20/1953,2681
Eisenhower,4/26/1960,61,21,1/20/1953,2653
Eisenhower,3/28/1960,65,22,1/20/1953,2624
Eisenhower,3/7/1960,63,22,1/20/1953,2603
Eisenhower,2/9/1960,63,21,1/20/1953,2576
Eisenhower,1/11/1960,66,17,1/20/1953,2547
Eisenhower,12/15/1959,76,15,1/20/1953,2520
Eisenhower,12/8/1959,66,18,1/20/1953,2513
Eisenhower,11/10/1959,64,20,1/20/1953,2485
Eisenhower,10/14/1959,66,19,1/20/1953,2458
Eisenhower,9/16/1959,66,19,1/20/1953,2430
Eisenhower,7/28/1959,60,26,1/20/1953,2380
Eisenhower,6/30/1959,62,23,1/20/1953,2352
Eisenhower,6/3/1959,63,20,1/20/1953,2325
Eisenhower,4/27/1959,59,24,1/20/1953,2288
Eisenhower,3/31/1959,62,22,1/20/1953,2261
Eisenhower,3/9/1959,58,25,1/20/1953,2239
Eisenhower,2/9/1959,58,25,1/20/1953,2211
Eisenhower,1/12/1959,56,27,1/20/1953,2183
Eisenhower,12/8/1958,56,32,1/20/1953,2148
Eisenhower,11/12/1958,51,29,1/20/1953,2122
Eisenhower,10/13/1958,56,26,1/20/1953,2092
Eisenhower,9/29/1958,53,27,1/20/1953,2078
Eisenhower,9/15/1958,56,29,1/20/1953,2064
Eisenhower,8/25/1958,55,26,1/20/1953,2043
Eisenhower,8/4/1958,57,26,1/20/1953,2022
Eisenhower,7/8/1958,52,32,1/20/1953,1995
Eisenhower,5/26/1958,53,31,1/20/1953,1952
Eisenhower,5/12/1958,51,32,1/20/1953,1938
Eisenhower,4/14/1958,54,30,1/20/1953,1910
Eisenhower,3/25/1958,47,35,1/20/1953,1890
Eisenhower,3/4/1958,50,32,1/20/1953,1869
Eisenhower,2/19/1958,54,32,1/20/1953,1856
Eisenhower,1/22/1958,57,27,1/20/1953,1828
Eisenhower,12/31/1957,60,29,1/20/1953,1806
Eisenhower,11/12/1957,57,27,1/20/1953,1757
Eisenhower,10/15/1957,56,26,1/20/1953,1729
Eisenhower,9/24/1957,57,27,1/20/1953,1708
Eisenhower,8/6/1957,62,19,1/20/1953,1659
Eisenhower,7/23/1957,64,22,1/20/1953,1645
Eisenhower,6/25/1957,63,22,1/20/1953,1617
Eisenhower,6/11/1957,63,22,1/20/1953,1603
Eisenhower,5/15/1957,61,22,1/20/1953,1576
Eisenhower,4/30/1957,62,22,1/20/1953,1561
Eisenhower,4/11/1957,66,20,1/20/1953,1542
Eisenhower,3/20/1957,65,19,1/20/1953,1520
Eisenhower,3/5/1957,71,17,1/20/1953,1505
Eisenhower,2/12/1957,72,15,1/20/1953,1484
Eisenhower,1/22/1957,73,13,1/20/1953,1463
Eisenhower,12/19/1956,77,11,1/20/1953,1429
Eisenhower,11/20/1956,74,14,1/20/1953,1400
Eisenhower,8/1/1956,67,19,1/20/1953,1289
Eisenhower,7/10/1956,69,20,1/20/1953,1267
Eisenhower,6/13/1956,72,18,1/20/1953,1240
Eisenhower,5/29/1956,71,18,1/20/1953,1225
Eisenhower,5/8/1956,69,16,1/20/1953,1204
Eisenhower,4/3/1956,72,17,1/20/1953,1169
Eisenhower,3/6/1956,72,17,1/20/1953,1141
Eisenhower,2/14/1956,74,15,1/20/1953,1120
Eisenhower,1/24/1956,76,13,1/20/1953,1099
Eisenhower,1/4/1956,76,11,1/20/1953,1079
Eisenhower,12/6/1955,74,12,1/20/1953,1050
Eisenhower,11/22/1955,77,13,1/20/1953,1036
Eisenhower,9/13/1955,70,16,1/20/1953,966
Eisenhower,8/23/1955,70,15,1/20/1953,945
Eisenhower,8/2/1955,75,11,1/20/1953,924
Eisenhower,7/12/1955,72,17,1/20/1953,903
Eisenhower,6/22/1955,67,15,1/20/1953,883
Eisenhower,6/8/1955,69,15,1/20/1953,869
Eisenhower,5/17/1955,67,16,1/20/1953,847
Eisenhower,4/19/1955,69,14,1/20/1953,819
Eisenhower,3/22/1955,64,22,1/20/1953,791
Eisenhower,3/1/1955,70,16,1/20/1953,770
Eisenhower,2/15/1955,72,15,1/20/1953,756
Eisenhower,1/18/1955,69,17,1/20/1953,728
Eisenhower,1/5/1955,69,17,1/20/1953,715
Eisenhower,11/30/1954,68,23,1/20/1953,679
Eisenhower,11/16/1954,57,23,1/20/1953,665
Eisenhower,10/13/1954,61,25,1/20/1953,631
Eisenhower,9/21/1954,65,21,1/20/1953,609
Eisenhower,8/24/1954,61,22,1/20/1953,581
Eisenhower,8/3/1954,67,18,1/20/1953,560
Eisenhower,7/21/1954,74,20,1/20/1953,547
Eisenhower,6/30/1954,64,21,1/20/1953,526
Eisenhower,6/17/1954,61,23,1/20/1953,513
Eisenhower,5/26/1954,61,23,1/20/1953,491
Eisenhower,4/13/1954,68,21,1/20/1953,448
Eisenhower,4/3/1954,60,22,1/20/1953,438
Eisenhower,3/17/1954,64,22,1/20/1953,421
Eisenhower,2/23/1954,66,21,1/20/1953,399
Eisenhower,1/26/1954,70,17,1/20/1953,371
Eisenhower,1/7/1954,70,18,1/20/1953,352
Eisenhower,12/9/1953,68,21,1/20/1953,323
Eisenhower,11/5/1953,61,25,1/20/1953,289
Eisenhower,10/14/1953,64,19,1/20/1953,267
Eisenhower,9/17/1953,60,20,1/20/1953,240
Eisenhower,8/20/1953,73,14,1/20/1953,212
Eisenhower,7/23/1953,72,12,1/20/1953,184
Eisenhower,5/14/1953,73,10,1/20/1953,114
Eisenhower,4/24/1953,73,10,1/20/1953,94
Eisenhower,4/2/1953,73,7,1/20/1953,72
Eisenhower,2/20/1953,66,7,1/20/1953,31
Eisenhower,2/5/1953,68,7,1/20/1953,16
Truman,12/16/1952,32,56,1/20/1945,2887
Truman,12/4/1952,32,56,1/20/1945,2875
Truman,10/7/1952,32,55,1/20/1945,2817
Truman,10/3/1952,30,56,1/20/1945,2813
Truman,10/1/1952,32,54,1/20/1945,2811
Truman,7/11/1952,28,58,1/20/1945,2729
Truman,5/28/1952,30,59,1/20/1945,2685
Truman,5/9/1952,26,60,1/20/1945,2666
Truman,4/11/1952,28,60,1/20/1945,2638
Truman,2/14/1952,22,64,1/20/1945,2581
Truman,1/4/1952,23,66,1/20/1945,2540
Truman,11/16/1951,22,60,1/20/1945,2491
Truman,10/12/1951,27,58,1/20/1945,2456
Truman,8/1/1951,29,58,1/20/1945,2384
Truman,7/6/1951,28,56,1/20/1945,2358
Truman,6/14/1951,24,61,1/20/1945,2336
Truman,5/24/1951,23,63,1/20/1945,2315
Truman,4/14/1951,24,54,1/20/1945,2275
Truman,3/24/1951,26,60,1/20/1945,2254
Truman,3/2/1951,27,58,1/20/1945,2232
Truman,2/9/1951,25,58,1/20/1945,2211
Truman,12/1/1950,33,52,1/20/1945,2141
Truman,10/18/1950,40,45,1/20/1945,2097
Truman,10/11/1950,36,48,1/20/1945,2090
Truman,10/6/1950,42,36,1/20/1945,2085
Truman,9/29/1950,34,50,1/20/1945,2078
Truman,9/15/1950,34,47,1/20/1945,2064
Truman,8/18/1950,42,32,1/20/1945,2036
Truman,7/28/1950,39,44,1/20/1945,2015
Truman,7/7/1950,45,39,1/20/1945,1994
Truman,6/9/1950,36,46,1/20/1945,1966
Truman,5/2/1950,40,37,1/20/1945,1928
Truman,4/28/1950,39,47,1/20/1945,1924
Truman,2/24/1950,35,47,1/20/1945,1861
Truman,1/6/1950,44,41,1/20/1945,1812
Truman,10/2/1949,49,34,1/20/1945,1716
Truman,10/2/1949,47,34,1/20/1945,1716
Truman,6/9/1949,56,27,1/20/1945,1601
Truman,4/30/1949,50,31,1/20/1945,1561
Truman,3/4/1949,56,26,1/20/1945,1504
Truman,1/5/1949,67,18,1/20/1945,1446
Truman,6/16/1948,38,45,1/20/1945,1243
Truman,6/2/1948,38,45,1/20/1945,1229
Truman,4/7/1948,36,49,1/20/1945,1173
Truman,12/3/1947,53,32,1/20/1945,1047
Truman,9/10/1947,55,27,1/20/1945,963
Truman,7/9/1947,59,26,1/20/1945,900
Truman,6/18/1947,55,31,1/20/1945,879
Truman,5/28/1947,64,23,1/20/1945,858
Truman,4/23/1947,57,24,1/20/1945,823
Truman,3/26/1947,63,21,1/20/1945,795
Truman,3/19/1947,58,22,1/20/1945,788
Truman,1/15/1947,49,37,1/20/1945,725
Truman,11/13/1946,34,52,1/20/1945,662
Truman,10/21/1946,27,56,1/20/1945,639
Truman,9/11/1946,33,51,1/20/1945,599
Truman,6/12/1946,45,42,1/20/1945,508
Truman,5/29/1946,45,42,1/20/1945,494
Truman,3/27/1946,50,33,1/20/1945,431
Truman,2/27/1946,48,38,1/20/1945,403
Truman,1/3/1946,63,22,1/20/1945,348
Truman,10/31/1945,75,13,1/20/1945,284
Truman,10/3/1945,80,8,1/20/1945,256
Truman,8/22/1945,91,2,1/20/1945,214
Truman,5/29/1945,86,2,1/20/1945,129
Roosevelt,12/15/1943,65,23,1/20/1941,1059
Roosevelt,3/24/1943,71,19,1/20/1941,793
Roosevelt,1/27/1943,75,16,1/20/1941,737
Roosevelt,1/7/1943,75,14,1/20/1941,717
Roosevelt,11/17/1942,72,18,1/20/1941,666
Roosevelt,9/3/1942,74,18,1/20/1941,591
Roosevelt,8/13/1942,74,16,1/20/1941,570
Roosevelt,7/1/1942,79,12,1/20/1941,527
Roosevelt,6/9/1942,77,15,1/20/1941,505
Roosevelt,3/17/1942,75,14,1/20/1941,421
Roosevelt,3/17/1942,74,15,1/20/1941,421
Roosevelt,2/28/1942,78,13,1/20/1941,404
Roosevelt,1/23/1942,83,10,1/20/1941,368
Roosevelt,9/17/1941,70,24,1/20/1941,240
Roosevelt,9/9/1941,70,23,1/20/1941,232
Roosevelt,8/26/1941,67,24,1/20/1941,218
Roosevelt,8/19/1941,65,26,1/20/1941,211
Roosevelt,8/5/1941,68,23,1/20/1941,197
Roosevelt,7/29/1941,65,25,1/20/1941,190
Roosevelt,7/22/1941,69,24,1/20/1941,183
